supplement_area,platform,source_area,rent,title,layout,area_m2,floor,community,district_business,address,tags,residential_priority,local_score,source_url,source_filter_url,coverage_note,raw_evidence
曹路、金桥/浦兴,anjuke,曹路,2500,朝南带阳台 近地铁 近金桥 华为小米9号线直达金桥,1室1厅,35,共3层 7日内实拍验真,7日内实拍验真 民雷路928号小区,浦东-曹路,民雷路928号,朝南 有电梯 9号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4636401799816203,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 朝南带阳台 近地铁 近金桥 华为小米9号线直达金桥 安选 1室1厅|35平米|共3层 7日内实拍验真 民雷路928号小区   浦东-曹路 -民雷路928号 整租 朝南 有电梯 9号线  范玉朋 2500 元/月
曹路,anjuke,曹路,2500,整租顾唐路地铁口 实图实价 近二工大 一室独立厨卫民电 月付,1室1厅,28,共4层,宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4616323874085897,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,整租顾唐路地铁口 实图实价 近二工大 一室独立厨卫民电 月付 安选 1室1厅|28平米|共4层 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  庞亚强 2500 元/月
曹路,anjuke,曹路,2500,实图实价9号线顾唐路地铁口招商花园城二工大杉达朝南双窗独厨卫,1室1厅,25,共4层,宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4608251558454276,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,实图实价9号线顾唐路地铁口招商花园城二工大杉达朝南双窗独厨卫 安选 1室1厅|25平米|共4层 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  范世颖 2500 元/月
曹路,anjuke,曹路,2500,9号线曹路附近，直达世纪公园大道，精致装修，独立厨卫，钥匙房,1室1厅,25,中层(共11层),民雷路333号楼,浦东-曹路,民雷路333号,朝南 有电梯 9号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4640956724584462,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 9号线曹路附近，直达世纪公园大道，精致装修，独立厨卫，钥匙房 安选 1室1厅|25平米|中层(共11层) 民雷路333号楼   浦东-曹路 -民雷路333号 整租 朝南 有电梯 9号线  刘惠容 2500 元/月
曹路,anjuke,曹路,2500,九号线地铁口，整租朝南大阳台，押一付一，租期灵活可停车,1室1厅,35,共3层,民雷路928号小区,浦东-曹路,民雷路928号,朝南 有电梯 9号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4586762572831759,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 九号线地铁口，整租朝南大阳台，押一付一，租期灵活可停车 安选 1室1厅|35平米|共3层 民雷路928号小区   浦东-曹路 -民雷路928号 整租 朝南 有电梯 9号线  班程 2500 元/月
曹路,anjuke,曹路,2800,本人实拍 招商花园对面 二工大学习旁 独立一室 干净清爽,1室1厅,30,中层(共6层),宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4554234144908300,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,本人实拍 招商花园对面 二工大学习旁 独立一室 干净清爽 安选 1室1厅|30平米|中层(共6层) 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  赵秋月 2800 元/月
曹路,anjuke,曹路,2800,毕业季实拍实价9号线顾唐路地铁口近二工大5g华为整租带院子,1室1厅,25,共4层,宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4608242933226506,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,毕业季实拍实价9号线顾唐路地铁口近二工大5g华为整租带院子 安选 1室1厅|25平米|共4层 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  范世颖 2800 元/月
曹路,anjuke,曹路,3000,毕业季二工大宝龙广场立信带大露台精装可月付拎包入住民水电,1室1厅,30,共4层 7日内实拍验真,7日内实拍验真 宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,normal,98,https://sh.zu.anjuke.com/fangyuan/4642425828285451,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 毕业季二工大宝龙广场立信带大露台精装可月付拎包入住民水电 安选 1室1厅|30平米|共4层 7日内实拍验真 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  郭大飞 3000 元/月
曹路,anjuke,曹路,3040,免佣地铁9号线步行就到，图片价位真实有效来看不一样报销路费,2室1厅,76,共4层 7日内实拍验真,7日内实拍验真 浦江智汇创业园区,浦东-曹路,川沙路688号,朝北 有电梯 9号线,low,93,https://sh.zu.anjuke.com/fangyuan/4643660113107975,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣地铁9号线步行就到，图片价位真实有效来看不一样报销路费 安选 2室1厅|76平米|共4层 7日内实拍验真 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 朝北 有电梯 9号线  张大雪 3040 元/月
曹路,anjuke,曹路,3100,整租两室长租2880一月，押一付一随时看房,2室1厅,70,共4层 7日内实拍验真,7日内实拍验真 浦江智汇创业园区,浦东-曹路,川沙路688号,南北 有电梯 9号线,low,93,https://sh.zu.anjuke.com/fangyuan/4639376430031879,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 整租两室长租2880一月，押一付一随时看房 安选 2室1厅|70平米|共4层 7日内实拍验真 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 南北 有电梯 9号线  张大雪 3100 元/月
曹路,anjuke,曹路,3100,近地铁9号线民雷路站，独立园区停车方便有健身房，可短租,2室1厅,70,共4层 7日内实拍验真,7日内实拍验真 浦江智汇创业园区,浦东-曹路,川沙路688号,南北 有电梯 9号线,low,93,https://sh.zu.anjuke.com/fangyuan/4641017685957643,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 近地铁9号线民雷路站，独立园区停车方便有健身房，可短租 安选 2室1厅|70平米|共4层 7日内实拍验真 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 南北 有电梯 9号线  张大雪 3100 元/月
曹路,anjuke,曹路,3100,地铁9号线民雷路站整租两室，随时看房停车方便,2室1厅,78,共5层,浦江智汇创业园区,浦东-曹路,川沙路688号,朝北 有电梯 9号线,low,93,https://sh.zu.anjuke.com/fangyuan/4602274047007759,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 地铁9号线民雷路站整租两室，随时看房停车方便 安选 2室1厅|78平米|共5层 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 朝北 有电梯 9号线  张大雪 3100 元/月
曹路,anjuke,曹路,3150,9号线顾唐路地铁50米 整租复试 近宝龙广场 招商花园城,1室1厅,45,中层(共16层),金泰广场,浦东-曹路,金海路2668弄,朝南 有电梯 9/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4614351202933766,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线顾唐路地铁50米 整租复试 近宝龙广场 招商花园城 安选 1室1厅|45平米|中层(共16层) 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 有电梯 9/12号线  庞亚强 3150 元/月
曹路,anjuke,曹路,3200,免佣 9号线地铁口 可办证 周边配套齐全 近龚路西校交通便利,1室1厅,52.8,高层(共6层),银丰苑,浦东-曹路,银峰路549弄1-171号,朝南 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4585851513250823,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣 9号线地铁口 可办证 周边配套齐全 近龚路西校交通便利 安选 1室1厅|52.8平米|高层(共6层) 银丰苑   浦东-曹路 -银峰路549弄1-171号 整租 朝南 9号线  吕嘉琰 3200 元/月
曹路,anjuke,曹路,3240,民雷路地铁口精装两室两厅独立厨卫实拍实价电梯房好停车押一付一,2室1厅,78,共5层,浦江智汇创业园区,浦东-曹路,川沙路688号,南北 有电梯 9号线,low,93,https://sh.zu.anjuke.com/fangyuan/4606865565375494,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,民雷路地铁口精装两室两厅独立厨卫实拍实价电梯房好停车押一付一 安选 2室1厅|78平米|共5层 浦江智汇创业园区   浦东-曹路 -川沙路688号 整租 南北 有电梯 9号线  陈振 3240 元/月
曹路,anjuke,曹路,3450,9号线顾唐路地铁站，整租独立厨卫民用水电,1室1厅,45,高层(共16层),金泰广场,浦东-曹路,金海路2668弄,朝南 有电梯 9/12号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4614939777555465,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线顾唐路地铁站，整租独立厨卫民用水电 安选 1室1厅|45平米|高层(共16层) 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 有电梯 9/12号线  庞亚强 3450 元/月
曹路,anjuke,曹路,3500,免佣 一房 近恒越广场 地铁站 可办证 阳光好家具全 拎包入,1室1厅,51.1,高层(共18层) 7日内实拍验真,7日内实拍验真 星金家园,浦东-曹路,金晓路289弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4640462780407810,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣 一房 近恒越广场 地铁站 可办证 阳光好家具全 拎包入 安选 1室1厅|51.1平米|高层(共18层) 7日内实拍验真 星金家园   浦东-曹路 -金晓路289弄 整租 朝南 有电梯 9号线  滕奔 3500 元/月
曹路,anjuke,曹路,3500,近曹路九号线电梯 精装修 可办证 有车位 民用水电 拎包入住,1室1厅,51,低层(共6层) 7日内实拍验真,7日内实拍验真 金钻苑(北区421弄),浦东-曹路,海松路421弄1-92号,朝南 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4636165447262212,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近曹路九号线电梯 精装修 可办证 有车位 民用水电 拎包入住 安选 1室1厅|51平米|低层(共6层) 7日内实拍验真 金钻苑(北区421弄)   浦东-曹路 -海松路421弄1-92号 整租 朝南 9号线  赵雷草 3500 元/月
曹路,anjuke,曹路,3500,实图拍摄 免佣租房 婚房装修 出租 方便停车 靠近地铁,1室1厅,50.7,高层(共6层) 7日内实拍验真,"7日内实拍验真 金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",朝南 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4640596856119308,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,"实图拍摄 免佣租房 婚房装修 出租 方便停车 靠近地铁 安选 1室1厅|50.7平米|高层(共6层) 7日内实拍验真 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 朝南 9号线  隋朦朦 3500 元/月"
曹路,anjuke,曹路,3500,免佣近地铁近商场民雷路 精装修全屋定制 超大落地窗 宠物友好,1室1厅,51.2,低层(共18层),丰舍东苑,浦东-曹路,民春路516弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4589977852009484,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣近地铁近商场民雷路 精装修全屋定制 超大落地窗 宠物友好 安选 1室1厅|51.2平米|低层(共18层) 丰舍东苑   浦东-曹路 -民春路516弄 整租 朝南 有电梯 9号线  胡力凡 3500 元/月
曹路,anjuke,曹路,3500,奶油风 一居室 落地窗 大阳台 主卧带飘窗 随时,1室1厅,51.2,中层(共6层),丰舍东苑,浦东-曹路,民春路516弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4589974725729280,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,奶油风 一居室 落地窗 大阳台 主卧带飘窗 随时 安选 1室1厅|51.2平米|中层(共6层) 丰舍东苑   浦东-曹路 -民春路516弄 整租 朝南 有电梯 9号线  赖星宇 3500 元/月
曹路,anjuke,曹路,3500,婚房装修 豪华大一室 抬腿恒越广场 好停车民用水电,1室1厅,53.5,高层(共17层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4616379183309829,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,婚房装修 豪华大一室 抬腿恒越广场 好停车民用水电 安选 1室1厅|53.5平米|高层(共17层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  王俊华 3500 元/月
曹路,anjuke,曹路,3500,自住婚房装修大落地窗 停车方便 可租赁备案 抬腿商圈地铁,1室1厅,52.6,高层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4575946065665028,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,自住婚房装修大落地窗 停车方便 可租赁备案 抬腿商圈地铁 安选 1室1厅|52.6平米|高层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  周光群 3500 元/月
曹路,anjuke,曹路,3500,星海家园 通风好 南北通透 1室1厅1卫,1室1厅,52,中层(共18层),星海家园,浦东-曹路,海容路399弄,南北 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4625070768561164,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,星海家园 通风好 南北通透 1室1厅1卫 安选 1室1厅|52平米|中层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 南北 有电梯 9号线  温嘉鹏 3500 元/月
曹路,anjuke,曹路,3500,地铁800米 采光刺眼 民水电 有车位 近恒越广场,1室1厅,52,中层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4623877681028096,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,地铁800米 采光刺眼 民水电 有车位 近恒越广场 安选 1室1厅|52平米|中层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  兰超 3500 元/月
曹路,anjuke,曹路,3500,免佣！出门恒越近地铁 电梯高层 精装一房 户型好采光足随时看,1室1厅,52,中层(共18层),星海家园,浦东-曹路,海容路399弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4624995338771465,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣！出门恒越近地铁 电梯高层 精装一房 户型好采光足随时看 安选 1室1厅|52平米|中层(共18层) 星海家园   浦东-曹路 -海容路399弄 整租 朝南 有电梯 9号线  张雷 3500 元/月
曹路,anjuke,曹路,3500,大一室一厅拎包入住,1室1厅,59.3,高层(共6层),盛世春晓苑,浦东-曹路,民春路501弄,南北 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4565547256110086,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 大一室一厅拎包入住 安选 1室1厅|59.3平米|高层(共6层) 盛世春晓苑   浦东-曹路 -民春路501弄 整租 南北 9号线  周兰香 3500 元/月
曹路,anjuke,曹路,3500,地铁口800米 南北通透一居室 近商圈菜市场 有车位 可备案,1室1厅,58.5,中层(共17层),金海华城华康佳苑,浦东-曹路,银峰路676弄,朝南 有电梯 9号线,normal,93,https://sh.zu.anjuke.com/fangyuan/4570406451291145,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,地铁口800米 南北通透一居室 近商圈菜市场 有车位 可备案 安选 1室1厅|58.5平米|中层(共17层) 金海华城华康佳苑   浦东-曹路 -银峰路676弄 整租 朝南 有电梯 9号线  范景文 3500 元/月
